NODE,ISO,NodeType,PricingType,State,County,AvgPrice,MaxPrice,MinPrice,AvgCongestion,MaxCongestion,MinCongestion
ANGIOLA_6_N001,CAISO,NODE,Real Time,CA,Kings,39.145051,21817.81601,-150.032532,0.3957,1621.17241,-274.813722
ANITA_6_N001,CAISO,NODE,Real Time,CA,Butte,35.232662,21249.81581,-29.46645,-1.908772,123.387707,-229.190047
ANITA_6_N006,CAISO,NODE,Real Time,,,35.232662,21249.81581,-29.46645,-1.908772,123.387707,-229.190047
ANNAPOLS_6_N001,CAISO,NODE,Real Time,CA,Sonoma,39.219662,24128.0292,-101.90945,-1.08235,915.323717,-239.496297
ANP_LNODE502,CAISO,NODE,Real Time,WA,Skagit,26.441505,20268.29349,-324.251582,-8.481732,624.252232,-956.967035
ANSCHUTZ_LNODED1,CAISO,NODE,Real Time,WY,Uinta,29.922633,19511.36212,-19.165136,-3.505439,616.296262,-954.8383
ANTELOPE_2_B1,CAISO,NODE,Real Time,,,38.493144,21591.89213,-17.305262,1.446015,212.643577,-155.42527
ANTELOPE_5_N031,CAISO,NODE,Real Time,,,38.566669,21613.35918,-17.354697,1.496935,215.169445,-155.42527
ANTELOPE_6_B1,CAISO,NODE,Real Time,,,38.595114,21669.31893,-17.588257,1.444434,212.45557,-155.17527
ANTELOPE_6_N001,CAISO,NODE,Real Time,CA,Kern,36.639644,21684.40491,-26.222795,-0.761926,442.792607,-289.161427
ANTELOPM_LNODE13,CAISO,NODE,Real Time,WY,Converse,24.181687,19232.60047,-150.35352,-7.751651,616.16229,-954.8383
ANTHEM_LNODE-1,CAISO,NODE,Real Time,NV,Clark,41.961208,21668.91095,-325.627237,6.685141,1015.853462,-343.451197
ANTHEM_LNODE-2,CAISO,NODE,Real Time,NV,Clark,41.961208,21668.91095,-325.627237,6.685141,1015.853462,-343.451197
ANTHEM_LNODE-3,CAISO,NODE,Real Time,NV,Clark,41.961208,21668.91095,-325.627237,6.685141,1015.853462,-343.451197
ANTIOCH_6_N001,CAISO,NODE,Real Time,CA,Contra Costa,33.984985,22303.01695,-486.73377,-4.121578,153.08107,-511.91579
ANTLER_6_N001,CAISO,NODE,Real Time,CA,Shasta,35.449555,21406.60194,-22.64537,-2.065262,153.857652,-222.203377
ANTLPE_2_QF-APND,CAISO,NODE,Real Time,,,37.794939,20983.81976,-16.429992,1.429969,214.965257,-155.42527
APL SOLR_GNODEIT,CAISO,NODE,Real Time,,,38.978799,19798.84791,-784.839022,5.5744,1015.853462,-843.285052
APPLEGAT_LNODE75,CAISO,NODE,Real Time,OR,Josephine,26.020398,20516.90459,-153.62607,-9.329764,247.754815,-956.966935
APPLEHL_1_N001,CAISO,NODE,Real Time,CA,El Dorado,36.433184,21243.21969,-132.302442,-1.171359,234.823365,-233.97795
APPLEHL_1_N002,CAISO,NODE,Real Time,CA,El Dorado,36.433184,21243.21969,-132.302442,-1.171359,234.823365,-233.97795
APPLEHL_1_N004,CAISO,NODE,Real Time,CA,El Dorado,36.433184,21243.21969,-132.302442,-1.171359,234.823365,-233.97795
APPMAT_1_N001,CAISO,NODE,Real Time,CA,Santa Clara,37.515699,23113.2866,-23.395147,-1.159666,132.16346,-247.221985
APPMAT_1_N010,CAISO,NODE,Real Time,CA,Santa Clara,37.52367,23113.2866,-23.395147,-1.151169,132.16346,-247.221985
APR_LNODE110,CAISO,NODE,Real Time,WA,Pierce,26.322952,20151.43016,-323.013542,-8.489236,624.252232,-956.967035
APTORVC_6_N002,CAISO,NODE,Real Time,CA,Butte,35.547346,21013.43451,-187.178882,-1.162845,179.321857,-226.252262
APX SOLR_GNODEIT,CAISO,NODE,Real Time,NV,Clark,41.39881,21404.76619,-322.719252,6.639552,1015.853462,-343.451197
AQ_LNODEVX3,CAISO,NODE,Real Time,AZ,Maricopa,36.356432,21810.04636,-322.41839,1.328164,983.005532,-713.013547
AQ_LNODEX11,CAISO,NODE,Real Time,AZ,Maricopa,36.357373,21810.04636,-322.41839,1.328201,983.005532,-713.013547
AR_LNODE10A,CAISO,NODE,Real Time,AZ,Yuma,36.624682,22048.58347,-326.05058,0.900053,983.52303,-713.013547
AR_LNODE12A,CAISO,NODE,Real Time,AZ,Yuma,36.624682,22048.58347,-326.05058,0.900053,983.52303,-713.013547
AR_LNODER1A,CAISO,NODE,Real Time,AZ,Yuma,36.595949,22052.88215,-326.248657,0.899957,983.52303,-713.013547
AR_LNODER2A,CAISO,NODE,Real Time,AZ,Yuma,36.595949,22052.88215,-326.248657,0.899957,983.52303,-713.013547
AR_LNODER4A,CAISO,NODE,Real Time,AZ,Yuma,36.595949,22052.88215,-326.248657,0.899957,983.52303,-713.013547
ARBUCKLE_6_LN001,CAISO,NODE,Real Time,,,35.399393,21645.38379,-46.122827,-1.761063,268.170187,-233.97795
ARBUCKLE_6_N001,CAISO,NODE,Real Time,CA,Colusa,35.399552,21645.38379,-46.122827,-1.761063,268.170187,-233.97795
ARBURUA_6_N001,CAISO,NODE,Real Time,,,35.407184,21691.01024,-43.891142,-2.059351,118.54157,-264.880697
ARBWIND_6_N001,CAISO,NODE,Real Time,CA,Kern,37.790409,20951.91933,-16.399992,1.430284,214.990755,-155.42527
ARC_LNODER2A,CAISO,NODE,Real Time,AZ,Pinal,35.931612,21558.66173,-319.125867,1.27781,982.975875,-713.013547
ARC_LNODER4A,CAISO,NODE,Real Time,AZ,Pinal,35.931612,21558.66173,-319.125867,1.27781,982.975875,-713.013547
ARCATA_6_LN001,CAISO,NODE,Real Time,,,37.56554,24538.38037,-21.374165,-1.608151,954.520757,-227.35593
ARCATA_6_N001,CAISO,NODE,Real Time,CA,Humboldt,37.56554,24538.38037,-21.374165,-1.608151,954.520757,-227.35593
ARCO1G_7_B1,CAISO,NODE,Real Time,CA,Los Angeles,44.927648,22784.01757,-28.42357,6.651119,1568.79067,-121.951472
ARCPSE_LNODEXF8,CAISO,NODE,Real Time,WA,Whatcom,26.368547,20327.78844,-324.59267,-8.480143,624.252232,-956.967035
ARCPSE_LNODEXF9,CAISO,NODE,Real Time,WA,Whatcom,26.368547,20327.78844,-324.59267,-8.480143,624.252232,-956.967035
ARD_LNODEXF1,CAISO,NODE,Real Time,WA,King,26.537942,20389.4221,-324.02928,-8.486283,624.252232,-956.967035
ARD_LNODEXF4,CAISO,NODE,Real Time,WA,King,26.537942,20389.4221,-324.02928,-8.486283,624.252232,-956.967035
ARDENN_LNODE-4,CAISO,NODE,Real Time,NV,Clark,41.905589,21615.19092,-325.116407,6.677244,1015.853462,-343.451197
ARDENN_LNODE-5,CAISO,NODE,Real Time,NV,Clark,41.905589,21615.19092,-325.116407,6.677244,1015.853462,-343.451197
ARIEL_LNODE_1,CAISO,NODE,Real Time,WA,Cowlitz,26.650065,21249.96188,-155,-8.503661,247.754815,-956.966935
ARLINGT_GNODEG1,CAISO,NODE,Real Time,,,35.157667,21376.15799,-133.134715,-3.275269,20.403562,-243.982267
ARLINGT_GNODEG2,CAISO,NODE,Real Time,,,35.157667,21376.15799,-133.134715,-3.275268,20.403562,-243.982267
ARLINGT_GNODEST,CAISO,NODE,Real Time,,,35.118839,21376.15799,-133.134715,-3.314099,20.403562,-243.982267
ARLINGTO_LNODE75,CAISO,NODE,Real Time,OR,Gilliam,25.83986,20034.5442,-150.762022,-9.019573,247.754815,-956.966935
ARMSTRNG_6_N001,CAISO,NODE,Real Time,,,39.036233,21491.74611,-35.671272,0.85254,1615.720542,-280.33207
ARN_LNODEXF3,CAISO,NODE,Real Time,WA,Whatcom,26.370237,20327.78844,-324.59267,-8.480142,624.252232,-956.967035
ARN_LNODEXF4,CAISO,NODE,Real Time,WA,Whatcom,26.370237,20327.78844,-324.59267,-8.480142,624.252232,-956.967035
ARROWHE_7_GNODE1,CAISO,NODE,Real Time,,,29.242031,19343.66227,-21.254143,-3.593298,616.64794,-954.8383
ARROWHE_LNODELD3,CAISO,NODE,Real Time,,,29.242031,19343.66227,-21.254143,-3.593298,616.64794,-954.8383
ARROWHE_LNODET1,CAISO,NODE,Real Time,,,29.242031,19343.66227,-21.254143,-3.593298,616.64794,-954.8383
ARS_LNODEXF5,CAISO,NODE,Real Time,WA,Whatcom,26.36679,20329.91343,-324.59267,-8.480132,624.252232,-956.967035
ARS_LNODEXF6,CAISO,NODE,Real Time,WA,Whatcom,26.36679,20329.91343,-324.59267,-8.480132,624.252232,-956.967035
ARTESIAN_LNODE-2,CAISO,NODE,Real Time,NV,Clark,42.002019,21720.50836,-326.902802,6.643223,1015.853462,-343.451197
ARTESIAN_LNODE-3,CAISO,NODE,Real Time,NV,Clark,42.002019,21720.50836,-326.902802,6.643223,1015.853462,-343.451197
ARTESIAN_LNODE-4,CAISO,NODE,Real Time,NV,Clark,42.002019,21720.50836,-326.902802,6.643223,1015.853462,-343.451197
ARTESN_6_LN001,CAISO,NODE,Real Time,,,44.301223,22517.51498,-192.47211,6.157637,403.371892,-218.170167
ARTESN_6_N001,CAISO,NODE,Real Time,CA,San Diego,44.302521,22517.51498,-192.47211,6.15776,403.371892,-218.170167
ARVIN_6_N001,CAISO,NODE,Real Time,CA,Kern,35.934836,21571.32174,-30.126532,-1.657612,311.54138,-295.783445
ARVINED_1_N001,CAISO,NODE,Real Time,CA,Kern,35.612693,21554.12581,-31.081267,-1.658016,311.54138,-295.783445
AS_LNODER2A,CAISO,NODE,Real Time,AZ,Yavapai,38.507131,22721.05462,-334.863735,1.445162,983.005532,-713.013547
AS_LNODER6A,CAISO,NODE,Real Time,AZ,Yavapai,38.507131,22721.05462,-334.863735,1.445162,983.005532,-713.013547
ASB_LNODEXF1,CAISO,NODE,Real Time,WA,King,26.265735,20145.05001,-321.945615,-8.487047,624.252232,-956.967035
ASH_6_N001,CAISO,NODE,Real Time,CA,San Diego,43.92331,22433.74301,-350.009157,5.94349,389.293807,-375.180517
ASH_6_N005,CAISO,NODE,Real Time,CA,San Diego,43.92331,22433.74301,-350.009157,5.94349,389.293807,-375.180517
ASH_6_N101,CAISO,NODE,Real Time,CA,San Diego,43.92331,22433.74301,-350.009157,5.94349,389.293807,-375.180517
ASHLAN_2_N001,CAISO,NODE,Real Time,CA,San Diego,39.521511,22004.16174,-82.477212,0.789877,1614.636742,-270.399045
ASHLAN_2_N007,CAISO,NODE,Real Time,CA,San Diego,39.521511,22004.16174,-82.477212,0.789877,1614.636742,-270.399045
ASHLAN_2_N008,CAISO,NODE,Real Time,CA,Fresno,39.521511,22004.16174,-82.477212,0.789877,1614.636742,-270.399045
ASHLAND_LNODELD,CAISO,NODE,Real Time,OR,Jackson,25.708764,20244.90686,-152.217277,-9.333176,247.754815,-956.966935
ASHLEY_LNODED1,CAISO,NODE,Real Time,UT,Uintah,29.649055,19586.5865,-17.075192,-3.360003,616.64794,-954.8383
ASHLEY_LNODED2,CAISO,NODE,Real Time,UT,Uintah,29.649055,19586.5865,-17.075192,-3.360003,616.64794,-954.8383
ASTORIA1_7_N001,CAISO,NODE,Real Time,,,38.211722,21407.50238,-17.140625,1.383232,215.257815,-154.71573
ASTORIA2_7_N001,CAISO,NODE,Real Time,,,38.214492,21409.6251,-17.039032,1.383232,215.257815,-154.71573
AT_LNODE11A,CAISO,NODE,Real Time,AZ,Maricopa,36.843701,22220.29644,-324.104077,1.328323,983.001487,-713.013547
AT_LNODE13A,CAISO,NODE,Real Time,AZ,Maricopa,36.843702,22220.29644,-324.104077,1.328323,983.001487,-713.013547
AT_LNODE16A,CAISO,NODE,Real Time,AZ,Maricopa,36.843701,22220.29644,-324.104077,1.328323,983.001487,-713.013547
AT_LNODE17A,CAISO,NODE,Real Time,AZ,Maricopa,36.843699,22220.29644,-324.104077,1.328323,983.001487,-713.013547
AT_LNODER3A,CAISO,NODE,Real Time,AZ,Maricopa,36.803572,22192.36146,-324.033857,1.328323,983.001487,-713.013547
AT_LNODER4A,CAISO,NODE,Real Time,AZ,Maricopa,36.803574,22192.36146,-324.033857,1.328323,983.001487,-713.013547
AT_LNODER7A,CAISO,NODE,Real Time,AZ,Maricopa,36.803589,22192.36146,-324.033857,1.328323,983.001487,-713.013547
ATASCDRO_6_N001,CAISO,NODE,Real Time,CA,San Luis Obispo,37.76613,22067.27659,-22.28251,-0.277023,476.665305,-288.057757
ATHENA_LNODE96,CAISO,NODE,Real Time,OR,Umatilla,25.603527,20291.68067,-148.93525,-9.199115,247.754815,-956.966935
ATITP_LNODED,CAISO,NODE,Real Time,,,35.790496,22997.95145,-31.794657,-3.385629,616.64794,-954.8383
ATLANTIC_LNODEEN,CAISO,NODE,Real Time,WY,Fremont,28.893163,19430.01033,-25.76048,-3.924212,616.01157,-954.8383
ATTALIA_LNODE74,CAISO,NODE,Real Time,WA,Walla Walla,25.878657,20132.29865,-150.5298,-9.047563,247.754815,-956.966935
ATWATER_1_B2,CAISO,NODE,Real Time,CA,Merced,39.177274,21857.5925,-165.426332,0.35652,1622.41626,-262.67336
ATWATER_1_N001,CAISO,NODE,Real Time,CA,Merced,39.177274,21857.5925,-165.426332,0.35652,1622.41626,-262.67336
ATWELL_1_N001,CAISO,NODE,Real Time,CA,Tulare,33.62488,20992.72805,-151.215182,-3.056131,311.54138,-295.783445
AUBERRY_6_N001,CAISO,NODE,Real Time,CA,Fresno,40.188383,21750.60511,-77.785705,0.704588,1616.24145,-270.399045
AUBERRY_6_N003,CAISO,NODE,Real Time,CA,Fresno,40.188383,21750.60511,-77.785705,0.704588,1616.24145,-270.399045
AUBURN_6_N001,CAISO,NODE,Real Time,CA,Placer,36.753219,21234.99613,-130.261847,-1.070459,350.24448,-233.97795
AUSTIN_LNODE01,CAISO,NODE,Real Time,NV,Lander,38.394668,19851.68568,-429.005045,5.917865,1015.853462,-516.968982
AUSTIN_LNODE02,CAISO,NODE,Real Time,NV,Lander,38.394668,19851.68568,-429.005045,5.917865,1015.853462,-516.968982
AUSTINTP_LNODELD,CAISO,NODE,Real Time,,,26.463701,20276.77395,-157.941572,-8.931566,247.754815,-956.966935
AVENA_1_N001,CAISO,NODE,Real Time,CA,San Joaquin,36.332132,21608.34391,-124.97687,-1.414707,459.580955,-242.807305
AVENAL_6_GN001,CAISO,NODE,Real Time,CA,Kings,22.955567,21500.48879,-150.002832,-14.026787,496.8578,-299.999977
AVENAL_6_GN002,CAISO,NODE,Real Time,CA,Kings,22.955567,21500.48879,-150.002832,-14.026787,496.8578,-299.999977
AVENAL_6_GN003,CAISO,NODE,Real Time,CA,Kings,22.955567,21500.48879,-150.002832,-14.026787,496.8578,-299.999977
AVENGEN_7_B1,CAISO,NODE,Real Time,,,22.957044,21500.48879,-150.009742,-14.026787,496.8578,-299.999977
AVENGEN_7_N001,CAISO,NODE,Real Time,,,22.957044,21500.48879,-150.009742,-14.026787,496.8578,-299.999977
AVENGEN_7_N002,CAISO,NODE,Real Time,,,22.957044,21500.48879,-150.009742,-14.026787,496.8578,-299.999977
AVERA_LNODE-1,CAISO,NODE,Real Time,NV,Clark,41.994152,21668.91304,-326.073835,6.668009,1015.853462,-343.451197
AVERA_LNODE-2,CAISO,NODE,Real Time,NV,Clark,41.993915,21668.91304,-326.073835,6.668009,1015.853462,-343.451197
AVLYSLR_7_N005,CAISO,NODE,Real Time,,,34.195627,21367.55206,-133.134715,-1.719305,190.934835,-713.013472
AVO_LNODEXF1,CAISO,NODE,Real Time,WA,King,26.458121,20274.67156,-322.991325,-8.486026,624.252232,-956.967035
AVOCADO_6_N001,CAISO,NODE,Real Time,CA,San Diego,45.207252,23007.50823,-26.929045,6.418996,359.892152,-58.371075
AVOCADO_6_N002,CAISO,NODE,Real Time,CA,San Diego,45.207252,23007.50823,-26.929045,6.418996,359.892152,-58.371075
AVSOLAR_7_N007,CAISO,NODE,Real Time,,,38.258445,21448.10336,-17.08983,1.383232,215.257815,-154.71573
AVSOLAR_7_N008,CAISO,NODE,Real Time,CA,Los Angeles,38.258445,21448.10336,-17.08983,1.383232,215.257815,-154.71573
AW_LNODE10A,CAISO,NODE,Real Time,AZ,Maricopa,36.706017,21966.9083,-323.026672,1.329387,983.078322,-713.013547
AW_LNODE12A,CAISO,NODE,Real Time,AZ,Maricopa,36.706017,21966.9083,-323.026672,1.329387,983.078322,-713.013547
AW_LNODE13A,CAISO,NODE,Real Time,AZ,Maricopa,36.706017,21966.9083,-323.026672,1.329387,983.078322,-713.013547
AW_LNODER2A,CAISO,NODE,Real Time,AZ,Maricopa,36.688403,21936.82447,-322.88687,1.329387,983.078322,-713.013547
AW_LNODER4A,CAISO,NODE,Real Time,AZ,Maricopa,36.688403,21936.82447,-322.88687,1.329387,983.078322,-713.013547
AW_LNODER5A,CAISO,NODE,Real Time,AZ,Maricopa,36.688403,21936.82447,-322.88687,1.329387,983.078322,-713.013547
AW_LNODER9A,CAISO,NODE,Real Time,AZ,Maricopa,36.706017,21966.9083,-323.026672,1.329387,983.078322,-713.013547
AWT_LNODE-1,CAISO,NODE,Real Time,NV,Clark,42.031526,21761.33377,-327.320115,6.671723,1015.853462,-343.451197
AY_LNODE13A,CAISO,NODE,Real Time,AZ,Maricopa,36.573606,21900.29774,-322.65894,1.32633,983.05271,-713.013547
AY_LNODER1A,CAISO,NODE,Real Time,AZ,Maricopa,38.399432,21488.44817,-349.50387,2.905212,983.05271,-713.013547
AY_LNODER2A,CAISO,NODE,Real Time,AZ,Maricopa,36.573606,21900.29774,-322.65894,1.32633,983.05271,-713.013547
AY_LNODER4A,CAISO,NODE,Real Time,AZ,Maricopa,36.573606,21900.29774,-322.65894,1.32633,983.05271,-713.013547
AY_LNODER6A,CAISO,NODE,Real Time,AZ,Maricopa,36.573606,21900.29774,-322.65894,1.32633,983.05271,-713.013547
AZ_LNODE10A,CAISO,NODE,Real Time,AZ,Yuma,36.790292,22402.76715,-297.803837,1.271126,983.107977,-713.013547
AZ_LNODE12A,CAISO,NODE,Real Time,AZ,Yuma,36.790292,22402.76715,-297.803837,1.271126,983.107977,-713.013547
AZCAPS_5_N004,CAISO,NODE,Real Time,,,35.780757,21517.8056,-87.092222,-0.53976,202.337327,-115.35594
B_6_N001,CAISO,NODE,Real Time,CA,San Diego,43.402698,22869.94612,-111.536832,5.058008,393.451787,-134.72628
B_6_N003,CAISO,NODE,Real Time,CA,San Diego,43.40274,22869.94612,-111.536832,5.058081,393.451787,-134.72628
B_6_N005,CAISO,NODE,Real Time,CA,San Diego,43.40274,22869.94612,-111.536832,5.058081,393.451787,-134.72628
B_6_N007,CAISO,NODE,Real Time,CA,San Diego,43.402698,22869.94612,-111.536832,5.058008,393.451787,-134.72628
BACCHUSH_LNODED1,CAISO,NODE,Real Time,UT,Salt Lake,30.948899,19980.23218,-17.82758,-3.384784,616.64794,-954.8383
BADGERCK_7_N001,CAISO,NODE,Real Time,CA,Kern,35.668179,21557.97463,-31.989145,-1.449796,311.54138,-295.783445
BADWATE_LNODE1B,CAISO,NODE,Real Time,WY,Fremont,29.516738,19572.23045,-16.85942,-3.370103,615.927837,-954.8383
BADWATE_LNODEGT,CAISO,NODE,Real Time,WY,Fremont,29.516738,19572.23045,-16.85942,-3.370103,615.927837,-954.8383
BAFCOG12_7_B1,CAISO,NODE,Real Time,CA,Monterey,34.987891,21873.50335,-150.49376,-1.792685,104.452465,-262.300132
BAFOOD1_6_N001,CAISO,NODE,Real Time,CA,Monterey,35.041677,21873.50335,-150.422307,-1.792685,104.452465,-262.300132
BAHIA_2_N001,CAISO,NODE,Real Time,CA,Solano,36.338157,22264.46673,-31.180027,-1.37069,143.5842,-240.599965
BAHIA_2_N011,CAISO,NODE,Real Time,CA,Solano,36.338157,22264.46673,-31.180027,-1.37069,143.5842,-240.599965
BAHIA_2_N018,CAISO,NODE,Real Time,CA,Solano,46.087011,1000.3246,3.858232,-1.066909,2.25784,-26.517012
BAILYJ1_1_N010,CAISO,NODE,Real Time,CA,Los Angeles,35.885716,22066.79597,-142.522932,-1.840713,114.358852,-249.429322
BAILYJ1_1_N011,CAISO,NODE,Real Time,,,35.885716,22066.79597,-142.522932,-1.840713,114.358852,-249.429322
BAIR_1_LN001,CAISO,NODE,Real Time,,,37.560958,22956.78458,-23.413067,-1.19008,133.438632,-245.014647
BAIR_1_N001,CAISO,NODE,Real Time,CA,San Mateo,37.560958,22956.78458,-23.413067,-1.19008,133.438632,-245.014647
BAIROIL_LNODE41,CAISO,NODE,Real Time,WY,Sweetwater,29.303688,19382.75469,-18.629166,-3.517718,615.994822,-954.8383
BAIROIL_LNODE49,CAISO,NODE,Real Time,WY,Sweetwater,29.303688,19382.75469,-18.629166,-3.517718,615.994822,-954.8383
BAIROIL_LNODE61,CAISO,NODE,Real Time,WY,Sweetwater,29.303688,19382.75469,-18.629166,-3.517718,615.994822,-954.8383
BAK_LNODEXF2,CAISO,NODE,Real Time,WA,Whatcom,26.352351,20283.16352,-323.765407,-8.480506,624.252232,-956.967035
BAKER_1_N001,CAISO,NODE,Real Time,CA,San Bernardino,37.316149,21942.52718,-67.847232,-0.115101,205.282542,-119.445487
BAL_LNODEXF1,CAISO,NODE,Real Time,WA,King,26.149076,20055.79899,-321.279722,-8.487734,624.252232,-956.967035
BALBOA_LNODE-1,CAISO,NODE,Real Time,NV,Clark,41.886514,21673.20764,-325.43681,6.680911,1015.853462,-343.451197
BALBOA_LNODE-2,CAISO,NODE,Real Time,NV,Clark,41.886514,21673.20764,-325.43681,6.680911,1015.853462,-343.451197
BALBOA_LNODE-3,CAISO,NODE,Real Time,NV,Clark,41.886514,21673.20764,-325.43681,6.680911,1015.853462,-343.451197
BALCH_2_B1,CAISO,NODE,Real Time,CA,Fresno,37.550192,21769.73866,-54.65802,-0.531741,350.846065,-273.710055
BALCH1_7_B2,CAISO,NODE,Real Time,CA,Fresno,38.721623,21769.89946,-55.499185,0.658878,1622.693145,-272.606382
BALCH1_7_N001,CAISO,NODE,Real Time,,,38.721623,21769.89946,-55.499185,0.658878,1622.693145,-272.606382
BALCH3TP_2_B1,CAISO,NODE,Real Time,CA,Fresno,37.386599,21832.10651,-54.66284,-0.531818,350.846065,-273.710055
BALDWINR_LNODEAR,CAISO,NODE,Real Time,,,25.415138,20162.03381,-151.350317,-9.313734,247.754815,-956.966935
BALFOUR_6_N001,CAISO,NODE,Real Time,CA,Contra Costa,34.615518,22333.10177,-486.567215,-3.058814,153.08107,-511.91579
BANGERTE_LNODED1,CAISO,NODE,Real Time,UT,Salt Lake,30.350351,19565.36021,-17.47032,-3.374072,616.64794,-954.8383
BANGERTE_LNODED2,CAISO,NODE,Real Time,UT,Salt Lake,30.350351,19565.36021,-17.47032,-3.374072,616.64794,-954.8383
BANGOR_6_N001,CAISO,NODE,Real Time,CA,Butte,35.366118,20300.8895,-187.309177,-1.119535,246.21291,-228.086375
BANGOR_6_N004,CAISO,NODE,Real Time,,,35.366118,20300.8895,-187.309177,-1.119535,246.21291,-228.086375
BANNING_1_N001,CAISO,NODE,Real Time,CA,Riverside,39.983329,22807.59783,-96.74192,2.012722,256.767875,-136.494845
BANTA_6_N001,CAISO,NODE,Real Time,CA,San Joaquin,36.520359,22048.78343,-88.048982,-1.290627,496.93206,-243.1731
BAR_LNODEXF1,CAISO,NODE,Real Time,WA,Thurston,26.207038,20111.05981,-322.791242,-8.497204,624.252232,-956.967035
BARCKML_LNODE53,CAISO,NODE,Real Time,NV,Eureka,40.891979,21323.53997,-360.146235,5.734996,1015.853462,-420.40872
BARNEYS_LNODER1,CAISO,NODE,Real Time,UT,Salt Lake,30.428887,19657.75395,-17.487777,-3.379599,616.64794,-954.8383
BARNUNN_LNODELD,CAISO,NODE,Real Time,,,24.829762,19245.91459,-132.308705,-7.208991,616.195782,-954.8383
BARPKGEN_7_B1,CAISO,NODE,Real Time,CA,Orange,46.452754,22609.93421,-37.427065,8.339471,1162.906405,-130.920712
BARRE_2_N043,CAISO,NODE,Real Time,CA,Orange,46.435577,22605.62363,-37.42925,8.339471,1162.906405,-130.920712
BARRE_6_N001,CAISO,NODE,Real Time,CA,Orange,46.45503,22624.9392,-37.427065,8.339471,1162.906405,-130.920712
BARRE_6_N002,CAISO,NODE,Real Time,CA,Orange,46.45503,22624.9392,-37.427065,8.339471,1162.906405,-130.920712
BARRE_6_N003,CAISO,NODE,Real Time,CA,Orange,46.454697,22618.49883,-37.427065,8.339471,1162.906405,-130.920712
BARRETT_6_N001,CAISO,NODE,Real Time,CA,San Diego,41.111926,22080.47251,-90.93248,3.334101,402.316697,-127.66286
BARRY_6_N001,CAISO,NODE,Real Time,CA,Sutter,35.460534,21157.09861,-962.622065,-1.882549,496.50745,-1005.592167
BARTLP_1_N003,CAISO,NODE,Real Time,,,37.149213,22797.41684,-81.479087,-1.480451,119.942602,-247.221985
BARTON_1_GN001,CAISO,NODE,Real Time,,,47.197781,1019.70298,3.855675,-1.015614,11.469027,-26.48787
BARTON_1_GN002,CAISO,NODE,Real Time,,,47.197781,1019.70298,3.855675,-1.015614,11.469027,-26.48787
BARTON_1_GN003,CAISO,NODE,Real Time,,,47.197781,1019.70298,3.855675,-1.015614,11.469027,-26.48787
BARTON_1_GN004,CAISO,NODE,Real Time,,,47.197781,1019.70298,3.855675,-1.015614,11.469027,-26.48787
BARTON_1_GN005,CAISO,NODE,Real Time,,,47.197781,1019.70298,3.855675,-1.015614,11.469027,-26.48787
BARTON_1_GN006,CAISO,NODE,Real Time,,,47.197781,1019.70298,3.855675,-1.015614,11.469027,-26.48787
BARTON_1_GN007,CAISO,NODE,Real Time,,,47.197781,1019.70298,3.855675,-1.015614,11.469027,-26.48787
BARTON_1_GN008,CAISO,NODE,Real Time,,,47.197781,1019.70298,3.855675,-1.015614,11.469027,-26.48787
BARTON_1_GN009,CAISO,NODE,Real Time,,,47.197781,1019.70298,3.855675,-1.015614,11.469027,-26.48787
BARTON_1_N001,CAISO,NODE,Real Time,CA,Fresno,39.528854,22066.50516,-63.832515,0.713582,1618.929962,-272.233155
BARTON_1_N007,CAISO,NODE,Real Time,CA,Fresno,39.528854,22066.50516,-63.832515,0.713582,1618.929962,-272.233155
BARTON_1_N008,CAISO,NODE,Real Time,CA,Fresno,39.528854,22066.50516,-63.832515,0.713582,1618.929962,-272.233155
BARTON_1_N020,CAISO,NODE,Real Time,,,47.197781,1019.70298,3.855675,-1.015614,11.469027,-26.48787
BARTON_1_N021,CAISO,NODE,Real Time,,,47.197781,1019.70298,3.855675,-1.015614,11.469027,-26.48787
BARTON_1_N022,CAISO,NODE,Real Time,,,47.197781,1019.70298,3.855675,-1.015614,11.469027,-26.48787
BARTON_1_N023,CAISO,NODE,Real Time,,,47.197781,1019.70298,3.855675,-1.015614,11.469027,-26.48787
BARTON_1_N024,CAISO,NODE,Real Time,,,47.197781,1019.70298,3.855675,-1.015614,11.469027,-26.48787
BARTON_1_N025,CAISO,NODE,Real Time,,,47.197781,1019.70298,3.855675,-1.015614,11.469027,-26.48787
BARTON_1_N026,CAISO,NODE,Real Time,,,47.197781,1019.70298,3.855675,-1.015614,11.469027,-26.48787
BARTON_1_N027,CAISO,NODE,Real Time,,,47.197781,1019.70298,3.855675,-1.015614,11.469027,-26.48787
BARX_LNODE09,CAISO,NODE,Real Time,WY,Sweetwater,29.013008,19221.15761,-20.973843,-3.470638,615.978077,-954.8383
BAS_LNODEFC1,CAISO,NODE,Real Time,WA,King,26.234562,20121.67277,-321.66729,-8.487405,624.252232,-956.967035
BAS_LNODEFC2,CAISO,NODE,Real Time,WA,King,26.234562,20121.67277,-321.66729,-8.487405,624.252232,-956.967035
BAS_LNODEXF1,CAISO,NODE,Real Time,WA,King,26.234562,20121.67277,-321.66729,-8.487405,624.252232,-956.967035
BASALT_6_N002,CAISO,NODE,Real Time,CA,Napa,36.147713,22184.98273,-37.0213,-1.493712,308.2437,-239.496297
